country,latitude,longitude,year,currency_crisis,inflation_crisis,stock_market_crash,sovereign_domestic_debt_crisis,sovereign_external_debt_crisis,banking_crisis,inflation,inflation_pos
"Portugal",39.5,-8,1818,0,0,0,0,0,0,-16.666667,0
"Romania",46,25,1818,0,0,0,0,0,0,-15.119363,0
"Spain",40,-4,1818,0,0,0,0,0,0,4.662781,4.662781
"Sweden",62,15,1818,0,0,0,0,0,0,6.8921954,6.892195
"Turkey",39,35,1818,0,0,0,0,0,0,2.8611776,2.861178
"United Kingdom",54,-2,1818,0,0,0,0,0,0,-6.7610063,0
"United States",38,-97,1818,0,0,0,0,0,1,-4.3723236,0
"Argentina",-34,-64,1819,0,0,0,0,0,0,6.0606061,6.060606
"Australia",-27,133,1819,0,0,0,0,0,0,-2.9632829,0
"Austria",47.3333,13.3333,1819,0,0,0,0,0,0,-33.976834,0
"Belgium",50.8333,4,1819,0,0,0,0,0,0,-8.574612,0
"Brazil",-10,-55,1819,0,0,0,0,0,0,.44902077,.4490208
"Chile",-30,-71,1819,0,0,0,0,0,0,3.9703256,3.970326
"China",35,105,1819,0,0,0,0,0,0,-10.970464,0
"Denmark",56,10,1819,0,0,0,0,0,0,1.1111111,1.111111
"France",46,2,1819,0,0,0,0,0,0,-14.634146,0
"Germany",51,9,1819,0,0,0,0,0,0,-42.348754,0
"India",20,77,1819,0,0,0,0,0,0,-4.9117248,0
"Indonesia",-5,120,1819,0,1,0,0,0,0,77.114042,77.11404
"Italy",42.8333,12.8333,1819,0,0,0,0,0,0,-16.771393,0
"Japan",36,138,1819,0,0,0,0,0,0,-17.062315,0
"Netherlands",52.5,5.75,1819,0,0,0,0,0,1,-18.094483,0
"Norway",62,10,1819,0,0,0,0,0,0,-3.736577,0
"Peru",-10,-76,1819,0,0,0,0,0,0,19.742613,19.74261
"Poland",52,20,1819,0,0,0,0,0,0,-3.2061051,0
"Portugal",39.5,-8,1819,0,0,0,0,0,0,-23.529412,0
"Romania",46,25,1819,0,0,0,0,0,0,-52.5,0
"Spain",40,-4,1819,0,0,0,0,0,0,-6.8416866,0
"Sweden",62,15,1819,1,0,0,0,0,0,4.8850952,4.885095
"Turkey",39,35,1819,0,1,0,0,0,0,30.295599,30.2956
"United Kingdom",54,-2,1819,0,0,0,0,0,0,-4.3001686,0
"United States",38,-97,1819,0,0,0,0,0,1,0,0
"Argentina",-34,-64,1820,0,0,0,0,0,0,0,0
"Australia",-27,133,1820,0,0,0,0,0,0,7.2741724,7.274172
"Austria",47.3333,13.3333,1820,0,0,0,0,0,0,-4.0935673,0
"Belgium",50.8333,4,1820,0,0,0,0,0,0,-20.031255,0
"Brazil",-10,-55,1820,1,0,0,0,0,0,-16.484714,0
"Chile",-30,-71,1820,0,0,0,0,0,0,1.9556025,1.955603
"China",35,105,1820,0,0,0,0,0,0,10.42654,10.42654
"Denmark",56,10,1820,0,0,0,0,0,0,-34.615385,0
"France",46,2,1820,0,1,0,0,0,0,44.365079,44.36508
"Germany",51,9,1820,0,0,0,0,0,0,-4.1975309,0
"India",20,77,1820,0,0,0,0,0,0,14.425137,14.42514
"Indonesia",-5,120,1820,0,0,0,0,0,0,18.236239,18.23624
"Italy",42.8333,12.8333,1820,0,0,0,0,0,0,3.4653465,3.465347
"Japan",36,138,1820,0,0,0,0,0,0,3.4883721,3.488372
"Korea",37,127.5,1820,0,0,0,0,0,0,10.526316,10.52632
"Netherlands",52.5,5.75,1820,0,0,0,0,0,1,17.274651,17.27465
"Norway",62,10,1820,1,0,0,0,0,0,-12.220301,0
"Peru",-10,-76,1820,0,0,0,0,0,0,32.610988,32.61099
"Poland",52,20,1820,0,0,0,0,0,0,-6.424922,0
"Portugal",39.5,-8,1820,0,1,0,0,0,0,-20,0
"Romania",46,25,1820,0,1,0,0,0,0,57.894737,57.89474
"Spain",40,-4,1820,0,0,0,0,1,0,-11.18702,0
"Sweden",62,15,1820,0,0,0,0,0,0,-6.3352949,0
"Turkey",39,35,1820,1,0,0,0,0,0,-26.418357,0
"United Kingdom",54,-2,1820,0,0,0,0,0,0,-4.3171806,0
"United States",38,-97,1820,0,0,0,0,0,0,-7.8482206,0
"Argentina",-34,-64,1821,0,0,0,0,0,0,6.8571429,6.857143
"Australia",-27,133,1821,0,0,0,0,0,0,-8.2542338,0
"Austria",47.3333,13.3333,1821,0,1,0,0,0,0,34.756098,34.7561
"Belgium",50.8333,4,1821,0,0,0,0,0,0,-12.674238,0
"Chile",-30,-71,1821,0,0,0,0,0,0,-.13608087,0
"China",35,105,1821,0,0,0,0,0,0,6.4377682,6.437768
"Denmark",56,10,1821,0,0,0,0,0,0,-15.966387,0
"France",46,2,1821,0,0,0,0,0,0,-6.5359477,0
"Germany",51,9,1821,0,0,0,0,0,0,-27.272727,0
"India",20,77,1821,0,0,0,0,0,0,-11.358436,0
"Indonesia",-5,120,1821,0,0,0,0,0,0,16.164485,16.16449
"Italy",42.8333,12.8333,1821,0,0,0,0,0,0,5.9011164,5.901116
"Japan",36,138,1821,0,0,0,0,0,0,16.42178,16.42178
"Korea",37,127.5,1821,0,0,0,0,0,0,9.5238095,9.523809
"Mexico",23,-102,1821,0,0,0,0,0,0,-13.60799,0
"Netherlands",52.5,5.75,1821,0,0,0,0,0,1,3.8323903,3.83239
"Norway",62,10,1821,1,0,0,0,0,0,-17.763685,0
"Peru",-10,-76,1821,0,1,0,0,0,0,-20.092696,0
"Poland",52,20,1821,0,0,0,0,0,0,-4.1276011,0
"Portugal",39.5,-8,1821,0,0,0,0,0,0,5.7692308,5.769231
"Spain",40,-4,1821,0,0,0,0,0,0,-18.653846,0
"Sweden",62,15,1821,0,0,0,0,0,0,-10.747226,0
"Thailand",15,100,1821,0,0,0,0,0,0,16.757741,16.75774
"Turkey",39,35,1821,0,0,0,0,0,0,4.7619048,4.761905
"United Kingdom",54,-2,1821,0,0,0,0,0,0,-6.6298343,0
"United States",38,-97,1821,0,0,0,0,0,0,-3.5464621,0
"Argentina",-34,-64,1822,0,0,0,0,0,0,-6.4171123,0
"Australia",-27,133,1822,0,0,0,0,0,0,4.8097876,4.809788
"Austria",47.3333,13.3333,1822,0,0,0,0,0,0,-16.742081,0
"Belgium",50.8333,4,1822,0,0,0,0,0,0,-8.2221875,0
"Chile",-30,-71,1822,0,0,0,0,0,0,-2.0634612,0
"China",35,105,1822,0,0,0,0,0,0,.40322581,.4032258
"Denmark",56,10,1822,0,0,0,0,0,0,-14,0
"France",46,2,1822,0,0,0,0,0,0,-3.4965035,0
"Germany",51,9,1822,0,0,0,0,0,0,0,0
"India",20,77,1822,0,0,0,0,0,0,-12.015959,0
"Indonesia",-5,120,1822,0,0,0,0,0,0,-10.375252,0
"Italy",42.8333,12.8333,1822,0,0,0,0,0,0,-10.077466,0
"Japan",36,138,1822,0,0,0,0,0,0,3.4149963,3.414996
"Korea",37,127.5,1822,0,1,0,0,0,0,43.478261,43.47826
"Netherlands",52.5,5.75,1822,0,0,0,0,0,1,5.5172617,5.517262
"Norway",62,10,1822,0,1,0,0,0,0,20.889488,20.88949
"Peru",-10,-76,1822,0,0,0,0,0,0,-17.553787,0
"Poland",52,20,1822,0,0,0,0,0,0,.03950604,.039506
"Portugal",39.5,-8,1822,0,0,0,0,0,0,16.363636,16.36364
"Spain",40,-4,1822,0,0,0,0,0,0,-.47281324,0
"Sweden",62,15,1822,0,0,0,0,0,0,-6.7994608,0
"Thailand",15,100,1822,0,0,0,0,0,0,-11.232449,0
"Turkey",39,35,1822,1,0,0,0,0,0,1.8181818,1.818182
"United Kingdom",54,-2,1822,0,0,0,0,0,0,-7.2978304,0
"United States",38,-97,1822,0,0,0,0,0,0,3.6768605,3.676861
"Argentina",-34,-64,1823,0,0,0,0,0,0,14.285714,14.28571
"Australia",-27,133,1823,0,0,0,0,0,0,-21.922218,0
"Austria",47.3333,13.3333,1823,0,0,0,0,0,0,-9.7826087,0
"Belgium",50.8333,4,1823,0,0,0,0,0,0,14.514858,14.51486
"Chile",-30,-71,1823,0,0,0,0,0,0,-3.6838269,0
"China",35,105,1823,0,0,0,0,0,0,.40160643,.4016064
"Denmark",56,10,1823,0,0,0,0,0,0,6.9767442,6.976744
"France",46,2,1823,0,0,0,0,0,0,3.6231884,3.623188
"Germany",51,9,1823,0,0,0,0,0,0,10.526316,10.52632
"India",20,77,1823,0,0,0,0,0,0,.53347559,.5334756
"Indonesia",-5,120,1823,0,0,0,0,0,0,-11.564464,0
"Italy",42.8333,12.8333,1823,0,0,0,0,0,0,-6.6889632,0
"Japan",36,138,1823,0,0,0,0,0,0,1.2203877,1.220388
"Korea",37,127.5,1823,0,0,0,0,0,0,-24.242424,0
"Netherlands",52.5,5.75,1823,0,0,0,0,0,1,-9.1901399,0
"Norway",62,10,1823,0,0,0,0,0,0,-7.8595318,0
"Peru",-10,-76,1823,0,0,0,0,0,0,29.224278,29.22428
"Poland",52,20,1823,0,0,0,0,0,0,3.9827308,3.982731
"Portugal",39.5,-8,1823,0,0,0,0,0,0,3.125,3.125
"Romania",46,25,1823,0,0,0,0,0,0,7.3863636,7.386364
"Spain",40,-4,1823,0,0,0,0,0,0,-.47505938,0
"Sweden",62,15,1823,0,0,0,0,0,0,-.41780492,0
"Thailand",15,100,1823,0,0,0,0,0,0,-11.599297,0
"Turkey",39,35,1823,0,0,0,0,0,0,.89285714,.8928571
"United Kingdom",54,-2,1823,0,0,0,0,0,0,1.9148936,1.914894
"United States",38,-97,1823,0,0,0,0,0,0,-10.630861,0
"Argentina",-34,-64,1824,0,0,0,0,0,0,0,0
"Australia",-27,133,1824,0,0,0,0,0,0,7.0128438,7.012844
"Austria",47.3333,13.3333,1824,0,0,0,0,0,0,-16.26506,0
"Belgium",50.8333,4,1824,0,0,0,0,0,0,-23.961369,0
"Chile",-30,-71,1824,0,0,0,0,0,0,-4.8290569,0
"China",35,105,1824,0,0,0,0,0,0,0,0
"Denmark",56,10,1824,0,0,0,0,0,0,-14.130435,0
"France",46,2,1824,0,0,0,0,0,0,-6.993007,0
"Germany",51,9,1824,0,0,0,0,0,0,-50,0
"India",20,77,1824,0,1,0,0,0,0,28.336429,28.33643
"Indonesia",-5,120,1824,0,0,0,0,0,0,-6.1829399,0
"Italy",42.8333,12.8333,1824,0,0,0,0,0,0,-15.053763,0
"Japan",36,138,1824,0,0,0,0,0,0,2.4822695,2.48227
"Korea",37,127.5,1824,0,0,0,0,0,0,-28,0
"Netherlands",52.5,5.75,1824,0,0,0,0,0,1,-8.5462203,0
"Norway",62,10,1824,0,0,0,0,0,0,-25.361296,0
"Peru",-10,-76,1824,0,0,0,0,0,0,-20.66945,0
"Poland",52,20,1824,0,0,0,0,0,0,-16.345315,0
"Portugal",39.5,-8,1824,0,0,0,0,0,0,6.0606061,6.060606
"Spain",40,-4,1824,0,1,0,0,1,0,47.852029,47.85203
"Sweden",62,15,1824,0,0,0,0,0,0,-4.1310311,0
"Thailand",15,100,1824,0,0,0,0,0,0,-6.1630219,0
"Turkey",39,35,1824,0,0,0,0,0,0,-2.6548673,0
"United Kingdom",54,-2,1824,0,0,0,0,0,0,4.697286,4.697286
"United States",38,-97,1824,0,0,0,0,0,0,-7.9366594,0
"Argentina",-34,-64,1825,0,0,0,0,0,0,0,0
"Australia",-27,133,1825,0,0,0,0,0,0,10.643812,10.64381
"Austria",47.3333,13.3333,1825,0,0,0,0,0,0,-10.791367,0
"Belgium",50.8333,4,1825,0,0,0,0,0,0,6.4958439,6.495844
"Chile",-30,-71,1825,0,0,0,0,0,0,-5.4065775,0
"China",35,105,1825,0,0,0,0,0,0,0,0
"Denmark",56,10,1825,0,0,0,0,0,0,2.5316456,2.531646
"France",46,2,1825,0,0,0,0,0,0,9.7744361,9.774436
"Germany",51,9,1825,0,0,0,0,0,0,-6.6666667,0
"India",20,77,1825,0,0,0,0,0,0,-7.959479,0
"Indonesia",-5,120,1825,0,1,0,0,0,0,22.530379,22.53038
"Italy",42.8333,12.8333,1825,0,0,0,0,0,0,8.8607595,8.86076
"Japan",36,138,1825,0,0,0,0,0,0,7.4740484,7.474049
"Korea",37,127.5,1825,0,0,0,0,0,0,11.111111,11.11111
"Netherlands",52.5,5.75,1825,0,0,0,0,0,1,4.2186292,4.218629
"Norway",62,10,1825,0,0,0,0,0,0,-11.150937,0
"Peru",-10,-76,1825,0,0,0,0,0,0,-19.053717,0
"Poland",52,20,1825,0,0,0,0,0,0,-3.4335821,0
"Portugal",39.5,-8,1825,0,0,0,0,0,0,-10,0
"Spain",40,-4,1825,0,0,0,0,1,0,-.4842615,0
"Sweden",62,15,1825,0,0,0,0,0,0,5.3862986,5.386299
"Thailand",15,100,1825,0,1,0,0,0,0,22.881356,22.88136
"Turkey",39,35,1825,0,0,0,0,0,0,0,0
"United Kingdom",54,-2,1825,0,0,0,0,0,1,5.1844467,5.184447
"United States",38,-97,1825,0,0,0,0,0,1,2.5800435,2.580044
"Argentina",-34,-64,1826,0,0,0,0,0,0,3.3333333,3.333333
"Australia",-27,133,1826,0,0,0,0,0,0,3.1669812,3.166981
"Austria",47.3333,13.3333,1826,0,0,0,0,0,0,-5.6451613,0
"Belgium",50.8333,4,1826,0,0,0,0,0,0,9.9966562,9.996656
"Chile",-30,-71,1826,0,0,0,0,1,0,-5.3793841,0
"China",35,105,1826,0,0,0,0,0,0,-8.8,0
"Denmark",56,10,1826,0,0,0,0,0,0,-3.7037037,0
"France",46,2,1826,0,0,0,0,0,0,-6.8493151,0
"Germany",51,9,1826,0,0,0,0,0,0,27.586207,27.58621
"India",20,77,1826,0,0,0,0,0,0,-9.5687332,0
"Indonesia",-5,120,1826,0,0,0,0,0,0,0,0
"Italy",42.8333,12.8333,1826,0,0,0,0,0,0,3.1007752,3.100775
"Japan",36,138,1826,0,0,0,0,0,0,8.1777205,8.17772
"Korea",37,127.5,1826,0,1,0,0,0,0,35,35
"Netherlands",52.5,5.75,1826,0,0,0,0,0,1,-2.1771384,0
"Norway",62,10,1826,0,0,0,0,0,0,.50376047,.5037605
"Peru",-10,-76,1826,0,0,0,0,1,0,10.650308,10.65031
"Poland",52,20,1826,0,0,0,0,0,0,4.9103429,4.910343
"Portugal",39.5,-8,1826,0,0,0,0,0,0,0,0
"Spain",40,-4,1826,0,0,0,0,1,0,-16.788321,0
"Sweden",62,15,1826,0,0,0,0,0,0,4.0888037,4.088804
"Thailand",15,100,1826,0,0,0,0,0,0,0,0
"Turkey",39,35,1826,0,1,0,0,0,0,28.181818,28.18182
"United Kingdom",54,-2,1826,0,0,0,0,0,0,-6.7298578,0
"United States",38,-97,1826,0,0,0,0,0,0,0,0
"Argentina",-34,-64,1827,0,0,0,0,1,0,4.6875,4.6875
"Australia",-27,133,1827,0,0,0,0,0,0,-3.057838,0
"Austria",47.3333,13.3333,1827,0,1,0,0,0,0,28.205128,28.20513
"Belgium",50.8333,4,1827,0,1,0,0,0,0,13.287454,13.28745
"Chile",-30,-71,1827,0,0,0,0,1,0,-4.7403699,0
"China",35,105,1827,0,0,0,0,0,0,-4.8245614,0
"Denmark",56,10,1827,0,0,0,0,0,0,5.1282051,5.128205
"France",46,2,1827,0,0,0,0,0,0,-1.4705882,0
"Germany",51,9,1827,0,1,0,0,0,0,36.363636,36.36364
"India",20,77,1827,0,0,0,0,0,0,-12.642822,0
"Indonesia",-5,120,1827,0,0,0,0,0,0,-28.293081,0
"Italy",42.8333,12.8333,1827,0,1,0,0,0,0,40.037594,40.03759
"Japan",36,138,1827,0,0,0,0,0,0,-12.678571,0
"Korea",37,127.5,1827,0,0,0,0,0,0,-29.62963,0
"Netherlands",52.5,5.75,1827,0,0,0,0,0,1,-9.0870124,0
"Norway",62,10,1827,0,1,0,0,0,0,31.581867,31.58187
"Peru",-10,-76,1827,0,0,0,0,1,0,-26.602344,0
"Poland",52,20,1827,0,0,0,0,0,0,4.3828877,4.382888
"Portugal",39.5,-8,1827,0,0,0,0,0,0,-6.3492063,0
"Spain",40,-4,1827,0,0,0,0,1,0,-20.37037,0
"Sweden",62,15,1827,0,0,0,0,0,0,14.116925,14.11693
"Thailand",15,100,1827,0,0,0,0,0,0,-28.448276,0
"Turkey",39,35,1827,0,0,0,0,0,0,9.929078,9.929078
"United Kingdom",54,-2,1827,0,0,0,0,0,0,-1.8292683,0
"United States",38,-97,1827,0,0,0,0,0,0,.83838384,.8383839
"Argentina",-34,-64,1828,0,0,0,0,1,0,-1.4285714,0
"Australia",-27,133,1828,0,1,0,0,0,1,20.228139,20.22814
"Austria",47.3333,13.3333,1828,0,1,0,0,0,0,28.666667,28.66667
"Belgium",50.8333,4,1828,0,0,0,0,0,0,-4.8385968,0
"Chile",-30,-71,1828,0,0,0,0,1,0,-3.5859613,0
"China",35,105,1828,0,0,0,0,0,0,.46082949,.4608295
"Denmark",56,10,1828,0,0,0,0,0,0,-7.3170732,0
"France",46,2,1828,0,0,0,0,0,0,-3.7313433,0
"Germany",51,9,1828,0,1,0,0,0,0,5.1282051,5.128205
"India",20,77,1828,0,0,0,0,0,0,-8.7858971,0
"Indonesia",-5,120,1828,0,0,0,0,0,0,2.0989261,2.098926
"Italy",42.8333,12.8333,1828,0,0,0,0,0,0,1.8791946,1.879195
"Japan",36,138,1828,0,0,0,0,0,0,8.9297887,8.929789
"Korea",37,127.5,1828,0,1,0,0,0,0,42.105263,42.10526
"Netherlands",52.5,5.75,1828,0,0,0,0,0,1,5.3857034,5.385704
"Norway",62,10,1828,0,0,0,0,0,0,-15.152909,0
"Peru",-10,-76,1828,0,0,0,0,1,0,-3.3994334,0
"Poland",52,20,1828,0,1,0,0,0,0,.67662127,.6766213
"Portugal",39.5,-8,1828,0,0,0,0,1,1,-8.4745763,0
"Spain",40,-4,1828,0,0,0,0,1,0,-4.1615667,0
"Sweden",62,15,1828,0,0,0,0,0,0,-13.405943,0
"Thailand",15,100,1828,0,0,0,0,0,0,13.73494,13.73494
"Turkey",39,35,1828,1,1,0,0,0,0,26.451613,26.45161
"United Kingdom",54,-2,1828,0,0,0,0,0,0,-.41407867,0
"United States",38,-97,1828,0,0,0,0,0,0,-4.9984974,0
"Argentina",-34,-64,1829,0,0,0,0,1,0,-13.235294,0
"Australia",-27,133,1829,0,0,0,0,0,0,-8.9259291,0
"Austria",47.3333,13.3333,1829,0,0,0,0,0,0,10.362694,10.36269
"Belgium",50.8333,4,1829,0,1,0,0,0,0,4.6030014,4.603002
"Chile",-30,-71,1829,0,0,0,0,1,0,-2.1102611,0
"China",35,105,1829,0,0,0,0,0,0,1.8348624,1.834862
"Denmark",56,10,1829,0,0,0,0,0,0,3.9473684,3.947368
"France",46,2,1829,0,0,0,0,0,0,.7751938,.7751938
"Germany",51,9,1829,0,0,0,0,0,0,0,0
"India",20,77,1829,0,0,0,0,0,0,3.6471322,3.647132
"Indonesia",-5,120,1829,0,0,0,0,0,0,-3.1713147,0
"Italy",42.8333,12.8333,1829,0,0,0,0,0,0,3.5573123,3.557312
"Japan",36,138,1829,0,1,0,0,0,0,20.525657,20.52566
"Korea",37,127.5,1829,0,1,0,0,0,0,68.518519,68.51852
"Netherlands",52.5,5.75,1829,0,0,0,0,0,1,-4.7869778,0
"Norway",62,10,1829,0,0,0,0,0,0,4.4263776,4.426378
"Peru",-10,-76,1829,0,0,0,0,1,0,-3.9100684,0
"Poland",52,20,1829,0,0,0,0,0,0,-4.077249,0
"Portugal",39.5,-8,1829,0,0,0,0,0,0,7.4074074,7.407407
"Spain",40,-4,1829,0,0,0,0,1,1,-3.4482759,0
"Sweden",62,15,1829,0,0,0,0,0,0,-4.6273292,0
"Thailand",15,100,1829,0,0,0,0,0,0,6.5677966,6.567797
"Turkey",39,35,1829,2,0,0,0,0,0,-7.1428571,0
"United Kingdom",54,-2,1829,0,0,0,0,0,0,4.6777547,4.677755
"United States",38,-97,1829,0,0,0,0,0,0,-1.7503163,0
"Argentina",-34,-64,1830,0,0,0,0,1,0,-.8,0
"Australia",-27,133,1830,0,0,0,0,0,0,-33.807907,0
"Austria",47.3333,13.3333,1830,0,0,0,0,0,0,-12.206573,0
"Belgium",50.8333,4,1830,0,0,0,0,0,0,6.1041697,6.10417
"Brazil",-10,-55,1830,0,0,0,0,1,0,0,0
"Chile",-30,-71,1830,0,0,0,0,1,0,-.62876134,0
"China",35,105,1830,0,0,0,0,0,0,2.7027027,2.702703
"Denmark",56,10,1830,0,0,0,0,0,0,1.2658228,1.265823
"France",46,2,1830,0,0,0,0,0,0,0,0
"Germany",51,9,1830,0,0,0,0,0,0,15,15
"India",20,77,1830,0,0,0,0,0,0,-9.1729323,0
"Indonesia",-5,120,1830,0,0,0,0,0,0,2.4028966,2.402897
"Italy",42.8333,12.8333,1830,0,0,0,0,0,0,8.0152672,8.015267
"Japan",36,138,1830,0,0,0,0,0,0,-2.9075805,0
"Korea",37,127.5,1830,0,0,0,0,0,0,-46.153846,0
"Netherlands",52.5,5.75,1830,0,0,0,0,0,0,-2.1216612,0
"Norway",62,10,1830,0,0,0,0,0,0,1.6349481,1.634948
"Peru",-10,-76,1830,0,0,0,0,1,0,-6.8272144,0
"Poland",52,20,1830,0,0,0,0,0,0,2.601477,2.601477
"Portugal",39.5,-8,1830,0,0,0,0,0,0,-10.344828,0
"Spain",40,-4,1830,0,0,0,0,1,0,8.8624339,8.862433
"Sweden",62,15,1830,0,0,0,0,0,0,6.7404754,6.740475
"Thailand",15,100,1830,0,0,0,0,0,0,5.5666004,5.5666
"Turkey",39,35,1830,0,0,0,0,0,0,-.54945055,0
"United Kingdom",54,-2,1830,0,0,0,0,0,0,-2.979146,0
"United States",38,-97,1830,0,0,0,0,0,0,-.89074909,0
"Argentina",-34,-64,1831,0,0,0,0,1,0,-6.7073171,0
"Australia",-27,133,1831,0,0,0,0,0,0,-7.8228749,0
"Austria",47.3333,13.3333,1831,0,0,0,0,0,0,13.368984,13.36898
"Belgium",50.8333,4,1831,0,0,0,0,0,0,5.4067959,5.406796
"Brazil",-10,-55,1831,0,0,0,0,1,0,-45.9375,0
"Chile",-30,-71,1831,0,0,0,0,1,0,.37060472,.3706047
"China",35,105,1831,0,0,0,0,0,0,10.087719,10.08772
"Denmark",56,10,1831,0,0,0,0,0,0,3.75,3.75
"France",46,2,1831,0,0,0,0,0,0,-4.6153846,0
"Germany",51,9,1831,0,0,0,0,0,0,32.55814,32.55814
"India",20,77,1831,0,0,0,0,0,0,-24.668874,0
"Indonesia",-5,120,1831,0,0,0,0,0,0,.28929605,.2892961
"Italy",42.8333,12.8333,1831,0,0,0,0,0,0,-6.5959953,0
"Japan",36,138,1831,0,0,0,0,0,0,4.2780749,4.278075
"Korea",37,127.5,1831,0,0,0,0,0,0,-6.122449,0
"Netherlands",52.5,5.75,1831,0,0,0,0,0,0,.57237814,.5723782
"Norway",62,10,1831,0,0,0,0,0,0,11.99251,11.99251
"Peru",-10,-76,1831,0,0,0,0,1,0,-3.5128644,0
"Poland",52,20,1831,0,1,0,0,0,0,25.720821,25.72082
"Portugal",39.5,-8,1831,0,0,0,0,0,0,11.538462,11.53846
"Romania",46,25,1831,0,1,0,0,0,0,26.428571,26.42857
"Spain",40,-4,1831,0,0,0,0,1,0,17.496962,17.49696
"Sweden",62,15,1831,0,0,0,0,0,0,6.3758389,6.375839
"Thailand",15,100,1831,0,0,0,0,0,0,5.2730697,5.27307
"Turkey",39,35,1831,1,1,0,0,0,0,29.281768,29.28177
"United Kingdom",54,-2,1831,0,0,0,0,0,0,1.1258956,1.125896
"United States",38,-97,1831,0,0,0,0,0,0,-6.3129399,0
"Venezuela",8,-66,1831,0,0,0,0,1,0,0,0
"Argentina",-34,-64,1832,0,0,0,0,1,0,4.4600939,4.460094
"Australia",-27,133,1832,0,0,0,0,0,0,-9.8902421,0
"Austria",47.3333,13.3333,1832,0,0,0,0,0,0,-8.490566,0
"Belgium",50.8333,4,1832,0,0,0,0,0,0,2.6658249,2.665825
"Brazil",-10,-55,1832,0,0,0,0,1,0,77.456647,77.45665
"Chile",-30,-71,1832,0,0,0,0,1,0,-.17876296,0
"China",35,105,1832,0,0,0,0,0,0,3.5856574,3.585657
"Denmark",56,10,1832,0,0,0,0,0,0,-3.6144578,0
"France",46,2,1832,0,0,0,0,0,0,.80645161,.8064516
"Germany",51,9,1832,0,0,0,0,0,0,-12,0
"India",20,77,1832,0,0,0,0,0,0,16.175824,16.17583
"Indonesia",-5,120,1832,0,0,0,0,0,0,12.163462,12.16346
"Italy",42.8333,12.8333,1832,0,0,0,0,0,0,-4.0330162,0
"Japan",36,138,1832,0,0,0,0,0,0,-8.7179487,0
"Korea",37,127.5,1832,0,0,0,0,0,0,10.869565,10.86957
"Netherlands",52.5,5.75,1832,0,0,0,0,0,0,6.7413255,6.741325
"Norway",62,10,1832,0,0,0,0,0,0,-5.251558,0
"Peru",-10,-76,1832,0,0,0,0,1,0,12.176792,12.17679
"Poland",52,20,1832,0,0,0,0,0,0,-10.633253,0
"Portugal",39.5,-8,1832,0,0,0,0,0,0,-8.6206897,0
"Spain",40,-4,1832,0,0,0,0,1,0,13.753878,13.75388
"Sweden",62,15,1832,0,0,0,0,0,0,6.7106395,6.710639
"Thailand",15,100,1832,0,1,0,0,0,0,23.792487,23.79249
"Turkey",39,35,1832,0,0,0,0,0,0,4.2735043,4.273504
"United Kingdom",54,-2,1832,0,0,0,0,0,0,-4.2510121,0
"United States",38,-97,1832,0,0,0,0,0,0,-.95931577,0
"Venezuela",8,-66,1832,0,0,0,0,1,0,2.8301887,2.830189
"Argentina",-34,-64,1833,0,1,0,0,1,0,46.982759,46.98276
"Australia",-27,133,1833,0,0,0,0,0,0,3.4883463,3.488346
"Austria",47.3333,13.3333,1833,0,0,0,0,0,0,-14.948454,0
"Belgium",50.8333,4,1833,0,1,0,0,0,0,-13.744118,0
"Brazil",-10,-55,1833,0,1,0,0,1,0,13.029316,13.02932
"Chile",-30,-71,1833,0,0,0,0,1,0,-5.1575931,0
"China",35,105,1833,0,0,0,0,0,0,6.5384615,6.538462
"Denmark",56,10,1833,0,0,0,0,0,0,-7.5,0
"France",46,2,1833,0,0,0,0,0,0,.8,.8
"Germany",51,9,1833,0,0,0,0,0,0,-12.765957,0
"India",20,77,1833,0,0,0,0,0,0,19.33409,19.33409
"Indonesia",-5,120,1833,0,0,0,0,0,0,9.987141,9.987141
"Italy",42.8333,12.8333,1833,0,0,0,0,0,0,-2.4318609,0
"Japan",36,138,1833,0,1,0,0,0,0,20.393258,20.39326
"Korea",37,127.5,1833,0,1,0,0,0,0,74.509804,74.5098
"Netherlands",52.5,5.75,1833,0,0,0,0,0,0,-10.278284,0
"Norway",62,10,1833,0,0,0,0,0,0,-8.8393358,0
"Peru",-10,-76,1833,0,0,0,0,1,0,9.0119435,9.011944
"Poland",52,20,1833,0,0,0,0,0,0,.30852623,.3085262
"Portugal",39.5,-8,1833,0,0,0,0,0,0,-13.207547,0
"Spain",40,-4,1833,0,0,0,0,1,0,-2.5454545,0
"Sweden",62,15,1833,0,0,0,0,0,0,-10.830422,0
"Thailand",15,100,1833,0,0,0,0,0,0,-11.127168,0
"Turkey",39,35,1833,0,0,0,0,0,0,.40983607,.4098361
"United Kingdom",54,-2,1833,0,0,0,0,0,0,-3.2769556,0
"United States",38,-97,1833,0,0,0,0,0,0,-1.9372155,0
"Venezuela",8,-66,1833,0,0,0,0,1,0,3.6697248,3.669725
"Argentina",-34,-64,1834,0,0,0,0,1,0,-1.9444444,0
"Australia",-27,133,1834,0,1,0,0,0,0,27.127595,27.1276
"Austria",47.3333,13.3333,1834,0,0,0,0,0,0,6.6666667,6.666667
"Belgium",50.8333,4,1834,0,0,0,0,0,0,-5.9097959,0
"Brazil",-10,-55,1834,0,0,0,0,1,0,-15.56196,0
"Chile",-30,-71,1834,0,0,0,0,1,0,-2.1903323,0
